Company Name,Category,Category_Group,Subcategory,Health Trust,Sponsorship_Type,Renewal,Website,Address,City,Zip,Main Phone,Status,Missing_Address,Missing_City_Zip,Missing_Phone,Data_Quality_Notes
Pacific NW Gifts,MANUFACTURERS,MANUFACTURERS,,Yes,,OCTOBER,https://threadygoods.com,"309 S Cloverdale St., Ste. A15",Seattle,98108,206.420.3727,Active,FALSE,FALSE,FALSE,
Tiger Custom Computers,MANUFACTURERS,MANUFACTURERS,,Yes,,FEBRUARY,https://tigertailusa.com,8504 S. 228th,Kent,98032,206.395.7811 Ext. 212,Active,FALSE,FALSE,FALSE,
"TLG Aerospace, LLC",MANUFACTURERS,MANUFACTURERS,,Yes,,OCTOBER,https://www.tlgaerospace.com,"1700 Westlake Avenue North, Suite 430",Seattle,98109,206.859.5061 Ex. 129,Active,FALSE,FALSE,FALSE,
TNT Machining,MANUFACTURERS,MANUFACTURERS,,Yes,,NOVEMBER,https://www.tntaerospace.com,285 West Garfield Street,Sumas,98295,360.988.0274,Active,FALSE,FALSE,FALSE,
Torklift Central Welding of Kent,MANUFACTURERS,MANUFACTURERS,,Yes,,DECEMBER,https://www.torklift.com,315 N Central Ave.,Kent,98032,253.261.9000,Active,FALSE,FALSE,FALSE,
Tri-Tec Manufacturing,MANUFACTURERS,MANUFACTURERS,,Yes,,APRIL,https://www.tritecmfg.com,6915 S 234th Street,Kent,98032,425.251.8777,Active,FALSE,FALSE,FALSE,
Triton Aerospace,MANUFACTURERS,MANUFACTURERS,,Yes,,JANUARY,https://iflyairplanes.com,11768 Westar Lane,Burlington,98233,360.399.1630,Active,FALSE,FALSE,FALSE,
Bayview Composites,MANUFACTURERS,MANUFACTURERS,,No,,JUNE,https://bayviewcomposites.com,13593 Bayview Edison Rd.,Mt. Vernon,98273,360.466.4160,Active,FALSE,FALSE,FALSE,
Unitec,MANUFACTURERS,MANUFACTURERS,,No,,,https://www.uniteccorp.com,358 UplandDrive,Seattle,98188,206.575.1100,Active,FALSE,FALSE,FALSE,
Lilyemme Jewelry LLC,MANUFACTURERS,MANUFACTURERS,,Yes,,DECEMBER,https://www.valeriemadison.com,1422 34th Ave.,Seattle,98122,425.306.9396,Active,FALSE,FALSE,FALSE,
"Vallation Outerwear, Inc",MANUFACTURERS,MANUFACTURERS,,Yes,,OCTOBER,https://vallationouterwear.com,PO Box 1030,Poulsbo,98370,360.930.0542,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Vectroic Machines,MANUFACTURERS,MANUFACTURERS,,No,,MARCH,,9623 162nd Ave NE,Redmond,98052,206.399.8469,Active,FALSE,FALSE,FALSE,Fixed trailing dash in Zip: '98052-' -> '98052'
"Warmoth Guitar Products, Inc",MANUFACTURERS,MANUFACTURERS,,Yes,,DECEMBER,https://warmoth.com,10013 160th Street E,Puyallup,98375,253.845.0403,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
"Western Integrated Technologies, Inc",MANUFACTURERS,MANUFACTURERS,,No,,DECEMBER,https://www.westernintech.com,7651 S 190th Street,Kent,98032,425.747.0927,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
WOW Baking Company,MANUFACTURERS,MANUFACTURERS,,Yes,,DECEMBER,https://wowbaking.com,1607 45th Street East,Sumner,98390,425.251.0541,Active,FALSE,FALSE,FALSE,
YST SemiConductor,MANUFACTURERS,MANUFACTURERS,,Yes,,SEPTEMBER,https://www.yst-semiconductor.com,18110 SE 34th St.,Vancouver,98683,360.360.7214,Active,FALSE,FALSE,FALSE,
405 Labs LLC,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,SEPTEMBER,https://www.dot-shopping.org/articles/smart-buying-guide-lab-and-bird-supplies.html?psystem=PW&domain=405lab.com&oref=https%3A%2F%2F405lab.com%2F,3113 S. Pine St. Unit C,Tacoma,98409,425.269.4192,Active,FALSE,FALSE,FALSE,
Pacific Overseas Tree Company,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,JANUARY,,"145 S. Horton St., Suite 200",Seattle,98134,206.201.2699,Active,FALSE,FALSE,FALSE,
Botanical Investment Group Inc,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,DECEMBER,https://www.botanicaglobal.com,3995 Pleasant Beach Dr. NE,Bainbridge Island,98110,206.201.2699,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Heavyweight Farms,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,NOVEMBER,https://foxcannabiswa.com,136 Smokey Drive,Bellingham,98226,360.201.3159,Active,FALSE,FALSE,FALSE,
Bubble Boutique LLC,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,DECEMBER,https://www.herbshouse.org,716 NW 65th Street,Seattle,98117,206.557.7388,Active,FALSE,FALSE,FALSE,
112th Street Cannabis,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,DECEMBER,,5809 112th Street E,Puyallup,98373,253.446.7437,Active,FALSE,FALSE,FALSE,Removed invalid 'er' value from Website column (data entry error)
Edgemont Group LLC,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,JULY,https://leafwerx.com,"349 Urban Industrial Way, Unit E",Wenatchee,98802,509.888.0420,Active,FALSE,FALSE,FALSE,
Open Source Steel,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,No,,APRIL,https://www.opensourcesteel.com,23414 68th Ave. S.,Kent,98032,206.388.2367,Active,FALSE,FALSE,FALSE,Stripped embedded note from name: 'Open Source Steel ** Renews April 2027 **' -> 'Open Source Steel'
Issquah Cannibus Company,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,MAY,,"230 NE Juniper Street, Suite 201",Issaquah,98027,425.295.9717,Active,FALSE,FALSE,FALSE,
Root Sciences,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,DECEMBER,https://www.rootsciences.com,PO Box 445,Belfair,98528,206.595.2529,Active,FALSE,FALSE,FALSE,
Skagit Organics,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,JANUARY,https://www.skagitorganics.net,"16915 State Route 20, Unit B",Mount Vernon,98273,360.627.1555,Active,FALSE,FALSE,FALSE,
LC Management LLC,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,JANUARY,,4803 Center St.,Tacoma,98409,702.875.6868,Active,FALSE,FALSE,FALSE,
Firetree,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,MARCH,https://torusculture.com,PO Box 61283,Seattle,98141,206.351.3719,Active,FALSE,FALSE,FALSE,
Light Brigade Solutions,JOINT ACCESS - CANNABIS,JOINT ACCESS,Cannabis,Yes,,SEPTEMBER,https://lightbrigade.solutions,3303 S 35th St. B13,Tacoma,98409,253.250.7456,Active,FALSE,FALSE,FALSE,
Camarda Corp,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,OCTOBER,,12526 SW Bank Road,Vashon,98070,206.463.9227,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
AniChi Cellars,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,NOVEMBER,,71 Little Buck Creek Road,Underwood,98651,360.624.6531,Active,FALSE,FALSE,FALSE,
Arbor Crest Wineries and Nursery,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://www.arborcrest.com,4705 N Fruit Hill Road,Spokane,99217,509.927.9463,Active,FALSE,FALSE,FALSE,
November 2nd Inc,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,MARCH,https://www.bottlethreesixty.com,"2401 4th Ave., Ste 850",Seattle,98121,206.356.7955,Active,FALSE,FALSE,FALSE,
West Seattle Winery LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,NOVEMBER,https://cairdeaswinery.com,31 Winesap Ave.,Kirkland,98831,206.947.1294,Active,FALSE,FALSE,FALSE,
Petroglyph Winery,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,SEPTEMBER,,8866 Hwy 14 | PO Box 14,Wishrom,98673,509.767.1100,Active,FALSE,FALSE,FALSE,
Badass Farming LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,NOVEMBER,https://cayusevineyards.com/static,PO Box 1602,Walla Walla,99362,509.526.0686,Active,FALSE,FALSE,FALSE,
DeLille Cellars,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,JANUARY,https://delillecellars.com,14300 NE 145th Street,Woodinville,98072,425.375.0135,Active,FALSE,FALSE,FALSE,
Trey Marie Vineyards,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://dunhamcellars.com,150 E Boeing Ave.,Walla Walla,99362,509.529.4685,Active,FALSE,FALSE,FALSE,
"Eleven Winery, Inc",JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,JANUARY,,7671 NE Day Road,Bainbridge Island,98110,206.780.0905,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Foundry Vineyards,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,AUGUST,https://www.foundryvineyards.com,1111 Abadie Street,Walla Walla,99362,509.529.0736,Active,FALSE,FALSE,FALSE,
Sleeping Giant Winery,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,AUGUST,https://www.gormanwinery.com,"19501 44th Ave. NE, C500",Woodinville,98072,206.605.2125,Active,FALSE,FALSE,FALSE,
Lowden Schoolhouse Corp,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://www.lecole.com,PO Box 111,Lowden,99360,509.525.0940,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
V&C LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://www.maryhillwinery.com,9774 Highway 14,Golenendale,98620,506.773.1976,Active,FALSE,FALSE,FALSE,
"McKinley Springs, LLC",JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,MARCH,https://www.mckinleysprings.com,1201 Alderdale Rd,Prosser,99350,509.830.1378,Active,FALSE,FALSE,FALSE,
Artifex Wine Company,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://www.artifexwineco.com,1102 Dell Ave.,Walla Walla,99362,509.525.2469,Active,FALSE,FALSE,FALSE,
Saviah Rose Winery,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,OCTOBER,https://www.saviahcellars.com,1979 J B George Road,Walla Walla,99362,509.522.2181,Opted Out,FALSE,FALSE,FALSE,
Sleight of Hand Cellars,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,SEPTEMBER,https://www.sofhcellars.com,1959 JB George RD,Walla Walla,99362,509.525.3661,Active,FALSE,FALSE,FALSE,
Structure Cellars Winery,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,FEBRUARY,https://structurewines.com,888 Western Ave. #1312,Seattle,98041,206.841.0853,Active,FALSE,FALSE,FALSE,
Project Logan LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,JANUARY,https://thewallsvineyards.com,1015 W Pine Street,Walla Walla,99362,509.386.7660,Active,FALSE,FALSE,FALSE,
Woodinville Custom Wines,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,MARCH,https://www.thewinemakersreserve.com,"15902 Woodinville-Redmond Rd. NE, Suite D6",Woodinville,98072,425.275.2738,Active,FALSE,FALSE,FALSE,
Thurston Wolfe Winery LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://thurstonwolfe.com,588 Cabernet Court,Prosser,99350,509.832.0633,Active,FALSE,FALSE,FALSE,
Tirriddis LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,DECEMBER,https://nv-wines.com,822 Main Street,Prosser,98350,509.554.3440,Active,FALSE,FALSE,FALSE,
Triple Beam Imports,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,JANUARY,https://www.waldenselections.com,4811 Airport Way S.,Seattle,98108,206.590.0650,Active,FALSE,FALSE,FALSE,
Winery Compliance Services LLC,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,MARCH,https://www.wcsofww.com,"173 Middle Waitsburg Rd. Bldg. C, Ste. 120",Walla Walla,99362,509.876.2461,Active,FALSE,FALSE,FALSE,
Winemakers Depot,JOINT ACCESS - WINE ASSOCIATION,JOINT ACCESS,Wine Association,Yes,,AUGUST,https://winemakersdepot.com,10940 Littlerock Road SW,Olympia,98512,360.878.8983,Active,FALSE,FALSE,FALSE,
"20 Corners Brewing, LLC",JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,JANUARY,https://www.20cornersbrewing.com,14148 NE 190th Street SE,Woodinville,98072,425.305.6620,Active,FALSE,FALSE,FALSE,
Bainbridge Island Brewing,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,NOVEMBER,https://bainbridgebeer.com,"9415 Coppertop Loop NE, Suite 104",Bainbridge Island,98110,206.451.4646,Active,FALSE,FALSE,FALSE,
Bellevue Brewing Company - Spring District LLC,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,JANUARY,https://www.bellevuebrewing.com,12190 NE District Way,Bellevue,98005,425.497.8686,Active,FALSE,FALSE,FALSE,
Dru Bru,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,AUGUST,https://www.drubru.com,"10 Pass Life Way, Ste. 3",Snoqualmie Pass,98068,425.753.3473,Active,FALSE,FALSE,FALSE,
Fair Isle Brewing,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,MAY,https://fairislebrewing.com,936 NW 49th St.,Seattle,98107,206.428.3434,Active,FALSE,FALSE,FALSE,
Five Dollar Ranch Brewing Company,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,,https://fivedollarranchbeer.com,3557 Peppers Bridge Road,Walla Walla,99362,206.856.5674,Active,FALSE,FALSE,FALSE,
Unified Brewing Co,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,DECEMBER,https://www.futureprimitivebeer.com,4425 4th Ave. NE,Seattle,98105,206.419.9512,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Island Hopping Brewery,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,No,,AUGUST,https://www.islandhoppinbrewery.com,33 Hope Lane,Eastsound,98245,360.376.6079,Active,FALSE,FALSE,FALSE,Stripped embedded note from name: 'Island Hopping Brewery ** Renews in August' -> 'Island Hopping Brewery'
Loowit Brewing Company,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,DECEMBER,https://loowitbrewing.com,507 Columbia Street,Vancouver,98660,360.566.2323,Active,FALSE,FALSE,FALSE,
Urban Family Brewing,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,JANUARY,,507 Columbia Street,Vancouver,98660,360.566.2323,Active,FALSE,FALSE,FALSE,
North First Industries,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,FEBRUARY,https://varietalbeer.com,416 E Edison Ave.,Sunnyside,98944,509.515.2222,Active,FALSE,FALSE,FALSE,
Washington Brewers Guild,JOINT ACCESS - BREWING,JOINT ACCESS,Brewing,Yes,,APRIL,https://www.washingtonbrewersguild.org,1801 Birchfield Rd,Yakima,98901,425. 501.1626,Active,FALSE,FALSE,FALSE,
"Aerontii, LLC",JOINT ACCESS - PNAA,JOINT ACCESS,PNAA,Yes,,FEBRUARY,https://aerontii.com,8810 NE 137th Place,,,425.273.1876,Active,FALSE,TRUE,FALSE,
VT Volant Aerospace,JOINT ACCESS - PNAA,JOINT ACCESS,PNAA,Yes,,NOVEMBER,,11817 Wester Lane,Burlington,98233,360.757.2376,Active,FALSE,FALSE,FALSE,
Sealth Aero Marine,JOINT ACCESS - PNAA,JOINT ACCESS,PNAA,Yes,,NOVEMBER,https://sealth.com,16001 Mill Creek Blvd.,Mill Creek,98012,425.481.0727,Active,FALSE,FALSE,FALSE,
Yakima Machine Group,JOINT ACCESS - NIMA,JOINT ACCESS,NIMA,Yes,,DECEMBER,https://www.yakimamachine.com,1120 1/2 North 34th Ave.,Yakima,98902,509.452.5628,Active,FALSE,FALSE,FALSE,
DC Energy Group,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,JANUARY,https://www.aimbridgeenergy.com,"22314 70th Ave. W., Unit 4",Mountlake Terrace,98043,425.588.0203,Active,FALSE,FALSE,FALSE,
"Aronson-Campbell Industrial Supply, Inc",SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,SEPTEMBER,https://aronson-campbell.com,1700 136th Place NE,Bellevue,98005,425.372.2003,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
AV Labs,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,JANUARY,https://avlabsinc.com,64 N Broadway Ave.,Othello,99344,509.488.2468,Active,FALSE,FALSE,FALSE,
Thomas L. Bonfiglio,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,NOVEMBER,https://balancingservice.com,8009 7th Ave. S. #110,Seattle,98108,206.763.1260,Active,FALSE,FALSE,FALSE,
"Confidence Analytics, Inc",SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,NOVEMBER,,14797 NE 95th,Redmond,98052,206.743.8843,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Hammond Ashley Viollins,SUPPLY CHAIN,SUPPLY CHAIN,,No,,MAY,https://Hammondashley.com,970 5th Ave NW suite 100,Issaquah,98027,425.392.3963,Active,FALSE,FALSE,FALSE,
Ikonika Corporation,SUPPLY CHAIN,SUPPLY CHAIN,,No,,SEPTEMBER,https://ikonika.com,"5113 Pacific Hwy. E., Ste. 2",Fife,98424,425.654.9625,Active,FALSE,FALSE,FALSE,
Jon Henry Transport LLC,SUPPLY CHAIN,SUPPLY CHAIN,,No,,NOVEMBER,https://jonhenrytransport.com,34183 Hamilton Cemetery Road,Sedro Wooley,98284,360.661.5353,Active,FALSE,FALSE,FALSE,
Kam-Way Transportation Inc,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,NOVEMBER,https://kam-way.com,215 Marine Drive,Blaine,98230,360.332.1444,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Les Boulangers Associes,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,DECEMBER,https://lba-inc.com,18842 13th Place South,SeaTac,98148,206.241.9343,Active,FALSE,FALSE,FALSE,
The Lost Co,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,APRIL,https://thelostco.com,2106 Pacific St. Ste. 101,Bellingham,98229,231.631.1159,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
"P. Winterholler Tire Center, Inc",SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,DECEMBER,,403 West 1st Street,Wapato,98951,509.877.3722,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Salmon Bay Barge Line,SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,NOVEMBER,https://sbaybarge.com,4749 W. Marginal Way SW,Seattle,98106,206.762.0730,Active,FALSE,FALSE,FALSE,
Foss Car Toys,SUPPLY CHAIN,SUPPLY CHAIN,,No,,APRIL,http://www.loveyourstereo.com,512 Strander Blvd,Tukwilla,98188,360.701.5920,Active,FALSE,FALSE,FALSE,
"US BioTek Laboratories, Inc",SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,JANUARY,https://www.usbiotek.com,16020 Linden Ave. N.,Shoreline,98133,206.365.1256,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
"Walter Implement, Inc",SUPPLY CHAIN,SUPPLY CHAIN,,Yes,,SEPTEMBER,https://www.walterimplement.com,1105 E Dobson Road,Odessa,99159,509.867.3727,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Andon Point,ASSOCIATES,ASSOCIATES,,No,,JULY,https://andonpoint.com,"5101 14th Ave. NW., Ste. 200 #508",Seattle,98107,206.790.5449,Active,FALSE,FALSE,FALSE,
AppsJack,ASSOCIATES,ASSOCIATES,,No,,FEBRUARY,https://appsjack.com,6206 West Shore Road,Anacortes,98221,206.819.9982,Active,FALSE,FALSE,FALSE,
Bank of America,ASSOCIATES,ASSOCIATES,,No,,MAY,https://www.bankofamerica.com,"1201 Pacific Ave., Suite 825",Tacoma,98402,206.348.2800,Active,FALSE,FALSE,FALSE,
CBIZ | Berntson Porter & Company,ASSOCIATES,ASSOCIATES,,No,,JULY,https://www.cbiz.com,"11100 NE 8th Street, Suite 400",Bellevue,98004,425.454.7990,Active,FALSE,FALSE,FALSE,
Capital Benefit Services,ASSOCIATES,ASSOCIATES,,No,,DECEMBER,https://www.capitalbenefitgroup.com,"6500, 15375 SE 30th Place, Suite 380",Bellevue,98007,425.641.8093,Active,FALSE,FALSE,FALSE,
Carney Badley Spellman,ASSOCIATES,ASSOCIATES,,No,,JUNE,https://www.carneybadleyspellman.com,701 5th Ave. Ste. 3600,Seattle,98104,206.607.4122,Active,FALSE,FALSE,FALSE,
Chase,ASSOCIATES,ASSOCIATES,,No,,JUNE,https://www.chase.com,"1301 2nd Ave., Floor 24",Seattle,98101,425.757.8833,Active,FALSE,FALSE,FALSE,
Clark Nuber,ASSOCIATES,ASSOCIATES,,No,,DECEMBER,https://clarknuber.com,10900 NE 4th Street,Bellevue,98004,425.635.4538,Active,FALSE,FALSE,FALSE,
Columbia Bank,ASSOCIATES,ASSOCIATES,,No,,DECEMBER,https://www.columbiabank.com,10900 NE 4th Street,Seattle,98004,425.505.5853,Active,FALSE,FALSE,FALSE,Cleaned mixed name+domain in Website to proper URL
Elevat Western Integrated Technologies,ASSOCIATES,ASSOCIATES,,No,,,https://www.elevat-iot.com,"801 3rd Ave., Ste. 350",Seattle,98104,206.418.9572,Active,FALSE,FALSE,FALSE,
EOS Implementer,ASSOCIATES,ASSOCIATES,,No,,MARCH,https://www.eosworldwide.com,5020 Alki Drive,Everett,98203,615.513.3892,Active,FALSE,FALSE,FALSE,
Fluxonix,ASSOCIATES,ASSOCIATES,,No,,MAY,https://fluxonix.io,2637 234th Ave NE,Sammamish,98074,(425) 559-0097,Active,FALSE,FALSE,FALSE,
Garrett Engineering,ASSOCIATES,ASSOCIATES,,No,,AUGUST,https://gescnc.com,5693 Isabelle Lane South East,Port Orchard,98367,630.363.1813,Bounced,FALSE,FALSE,FALSE,
HD Solutions,ASSOCIATES,ASSOCIATES,,No,,MARCH,https://www.hdsolutions.consulting,12550 120th Ave NE Unit 516,Kirkland,98034,909.855.8764,Active,FALSE,FALSE,FALSE,
Heritage Bank,ASSOCIATES,ASSOCIATES,,No,,NOVEMBER,https://www.heritagebanknw.com/home/home,10500 NE 8th Street,Bellevue,98004,425.467.2044,Active,FALSE,FALSE,FALSE,
Hub International,ASSOCIATES,ASSOCIATES,,No,,FEBRUARY,https://www.hubinternational.com,"12100 NE 195th, Ste. 200",Bothell,98011,425.698.3753,Active,FALSE,FALSE,FALSE,
"IBA, Inc",ASSOCIATES,ASSOCIATES,,No,,MARCH,https://ibainc.com,"40 Lake Bellevue Drive, Ste. 100",Bellevue,98005,(425) 454-3052,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Impact Washington,ASSOCIATES,ASSOCIATES,,No,,AUGUST,,"8227 44th Avenue West, Suite D",Mukilteo,98275,425.681.6798,Active,FALSE,FALSE,FALSE,
Intelassist,ASSOCIATES,ASSOCIATES,,No,,AUGUST,https://intelassist.com,26028 SE 29th Street,Sammamish,98075,425.577.8907,Active,FALSE,FALSE,FALSE,
BDPNetworks,ASSOCIATES,ASSOCIATES,,Yes,,DECEMBER,https://www.interplayit.com,"16300 Christensen Road, #304",Tukwila,98188,206.329.6600,Active,FALSE,FALSE,FALSE,
JD Merit,ASSOCIATES,ASSOCIATES,,No,,NOVEMBER,,3312 Rosedale St. NW,Gig Harbor,98335,253.327.1493,Active,FALSE,FALSE,FALSE,
Kocer Consulting and Engineering,ASSOCIATES,ASSOCIATES,,Yes,,MAY,https://kocerconsulting.com,"3147 Fairview Ave. E., Ste. 100",Seattle,98102,206.528.0111,Active,FALSE,FALSE,FALSE,
Kanoa,ASSOCIATES,ASSOCIATES,,Yes,,JANUARY,https://kanoa.ai,1933 Norma Road NE,Tacoma,98422,(602) 821-6605,Active,FALSE,FALSE,FALSE,
"LOOPR AI, Inc",ASSOCIATES,ASSOCIATES,,No,,MARCH,https://www.loopr.ai,"14205 SE 36th St., Suite 100",Bellevue,98006,984.232.9003,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
"Microgroove, LLC",ASSOCIATES,ASSOCIATES,,Yes,,,https://www.microgroove.com,3020 Issaquah PIne Lake Rd. #511,Sammamish,98075,425.392.7432,Active,FALSE,FALSE,FALSE,
Microsoft,ASSOCIATES,ASSOCIATES,,No,Corporate Sponsor,OCTOBER,https://www.microsoft.com/en-us,,,,425.301.1750,Active,TRUE,TRUE,FALSE,
NPO Systems Ltd,ASSOCIATES,ASSOCIATES,,No,,,https://www.nextplus.io,8 Nechalat Itzhak St.,Tel Aviv,6744806,416.459.2033,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Omniscape AI Inc,ASSOCIATES,ASSOCIATES,,Yes,,NOVEMBER,https://omniscape.ai,"13555 SE 36th St., Ste. 100, Office 122",Bellevue,98006,913.638.2963,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Perkins Coie LLP,ASSOCIATES,ASSOCIATES,,No,,DECEMBER,https://perkinscoie.com,"1201 3rd Ave., Suite 4900",Seattle,98101,206.359.6822,Active,FALSE,FALSE,FALSE,
"Prime Parking Systems, LLC",ASSOCIATES,ASSOCIATES,,Yes,,,https://parkwithprime.com,3300 Maple Valley Highway,Renton,98058,206.858.8252,Active,FALSE,FALSE,FALSE,
Regence Blueshield,ASSOCIATES,ASSOCIATES,,No,,,https://www.regence.com/home,,,,,Active,TRUE,TRUE,TRUE,
Resultist,ASSOCIATES,ASSOCIATES,,No,,,https://www.resultist.com,10406 NE 151st Place,Bothell,98011,206.361.4562,Active,FALSE,FALSE,FALSE,
"Retrocausal, Inc",ASSOCIATES,ASSOCIATES,,No,,OCTOBER,https://retrocausal.ai,"17634 NE Union Hill Road, Suite 301",Redmond,98052,660.220.8352,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
S5 Solutions,ASSOCIATES,ASSOCIATES,,No,,DECEMBER,https://www.s5solutions.com,1403 E Horizon Drive,Mukilteo,98275,425.232.6277,Active,FALSE,FALSE,FALSE,
"Service Hydraulics, Inc",ASSOCIATES,ASSOCIATES,,Yes,,,https://www.servicehydraulics.com,25 37th Street NE,Auburn,98002,253.351.6010,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
Signify Technology Corp,ASSOCIATES,ASSOCIATES,,No,,JANUARY,https://www.getsignify.com,PO box 1347,Ferndale,98248,206.601.6956,Active,FALSE,FALSE,FALSE,Trimmed trailing punctuation/spaces from name
